company,vehicle_type,factor_circumvented,factor_name,geography_factor,geography_type,geography_factor_id,latitude,longitude,county_fips,tract_fips,block_group_fips,zip,place_name_fips,"rate_$50,000_liability",rate_basic_pip,"rate_$1,000,000_ppi",rate_$50_deductible_comprehensive,rate_$200_deductible_collision,generic_location_based_premium,location_effect
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49735,,,,,,49735,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49736,,,,,,49736,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49737,,,,,,49737,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49738,,,,,,49738,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49739,,,,,,49739,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49740,,,,,,49740,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49743,,,,,,49743,,346,1364,96,1122,2050,4978,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49744,,,,,,49744,,346,1364,96,1122,2050,4978,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49745,,,,,,49745,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49746,,,,,,49746,,346,1364,96,1122,2050,4978,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49747,,,,,,49747,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49748,,,,,,49748,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49749,,,,,,49749,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49751,,,,,,49751,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49752,,,,,,49752,,352,1350,102,1073,2290,5167,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49753,,,,,,49753,,346,1364,96,1122,2050,4978,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49755,,,,,,49755,,368,1380,94,818,2673,5333,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49756,,,,,,49756,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48202,,,,,,48202,,894,5299,226,3276,5040,14735,2.29
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48203,,,,,,48203,,764,4874,193,3655,5195,14681,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48204,,,,,,48204,,757,4675,203,3959,4895,14489,2.25
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48205,,,,,,48205,,718,4950,169,3461,4875,14173,2.2
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48206,,,,,,48206,,804,5101,203,3504,5525,15137,2.35
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48207,,,,,,48207,,803,5020,202,3137,4610,13772,2.14
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48208,,,,,,48208,,808,4801,199,3901,5730,15439,2.4
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48209,,,,,,48209,,788,4650,187,3785,5329,14739,2.29
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48210,,,,,,48210,,788,4650,187,3785,5329,14739,2.29
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48211,,,,,,48211,,810,5101,205,3678,5650,15444,2.4
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48212,,,,,,48212,,746,4784,184,3039,6030,14783,2.29
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48213,,,,,,48213,,756,5036,186,3813,5355,15146,2.35
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48214,,,,,,48214,,728,4835,173,2814,5035,13585,2.11
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48215,,,,,,48215,,839,4490,200,4162,4823,14514,2.25
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48216,,,,,,48216,,753,4551,187,3717,4895,14103,2.19
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48217,,,,,,48217,,609,3620,148,2403,3640,10420,1.62
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48218,,,,,,48218,,562,3225,143,1786,3485,9201,1.43
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48219,,,,,,48219,,706,4340,160,2780,4655,12641,1.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48220,,,,,,48220,,594,2710,150,1411,3731,8596,1.33
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48221,,,,,,48221,,684,4682,169,3026,5055,13616,2.11
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48222,,,,,,48222,,753,4551,187,3717,4895,14103,2.19
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48223,,,,,,48223,,765,4775,190,2972,4605,13307,2.07
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48224,,,,,,48224,,824,2950,194,1963,3460,9391,1.46
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48225,,,,,,48225,,584,2350,138,1682,2820,7574,1.18
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48226,,,,,,48226,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48227,,,,,,48227,,770,4755,196,3641,5100,14462,2.24
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48228,,,,,,48228,,690,4755,167,2859,4850,13321,2.07
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48229,,,,,,48229,,543,2845,139,1193,3590,8310,1.29
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48230,,,,,,48230,,493,2235,129,1441,2910,7208,1.12
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48231,,,,,,48231,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48232,,,,,,48232,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48233,,,,,,48233,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48234,,,,,,48234,,686,4675,175,3413,4905,13854,2.15
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48235,,,,,,48235,,673,4238,167,2961,4630,12669,1.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48236,,,,,,48236,,435,2029,121,1135,2660,6380,0.99
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48237,,,,,,48237,,594,2710,150,1411,3731,8596,1.33
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48238,,,,,,48238,,818,5425,208,3536,5555,15542,2.41
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48239,,,,,,48239,,468,2290,115,1725,2695,7293,1.13
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48240,,,,,,48240,,371,2340,99,999,2635,6444,1.0
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48242,,,,,,48242,,437,2520,106,868,2845,6776,1.05
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48243,,,,,,48243,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48244,,,,,,48244,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48255,,,,,,48255,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48260,,,,,,48260,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48264,,,,,,48264,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48265,,,,,,48265,,584,2350,138,1682,2820,7574,1.18
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48266,,,,,,48266,,803,5020,202,3137,4610,13772,2.14
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48267,,,,,,48267,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48268,,,,,,48268,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48269,,,,,,48269,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48272,,,,,,48272,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48275,,,,,,48275,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48277,,,,,,48277,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48278,,,,,,48278,,798,5120,191,3911,4655,14675,2.28
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48611,,,,,,48611,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48612,,,,,,48612,,455,1820,115,1411,2383,6184,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48613,,,,,,48613,,337,1630,89,657,2320,5033,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48614,,,,,,48614,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48615,,,,,,48615,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48616,,,,,,48616,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48617,,,,,,48617,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48618,,,,,,48618,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48619,,,,,,48619,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48620,,,,,,48620,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48621,,,,,,48621,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48622,,,,,,48622,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48623,,,,,,48623,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48624,,,,,,48624,,455,1820,115,1411,2383,6184,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48625,,,,,,48625,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48626,,,,,,48626,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48627,,,,,,48627,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48628,,,,,,48628,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48629,,,,,,48629,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48630,,,,,,48630,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48631,,,,,,48631,,337,1630,89,657,2320,5033,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48632,,,,,,48632,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48633,,,,,,48633,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48634,,,,,,48634,,337,1630,89,657,2320,5033,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48635,,,,,,48635,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48636,,,,,,48636,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48637,,,,,,48637,,318,1309,86,963,2189,4865,0.75
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48638,,,,,,48638,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48640,,,,,,48640,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48641,,,,,,48641,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48642,,,,,,48642,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48647,,,,,,48647,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48649,,,,,,48649,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48650,,,,,,48650,,337,1630,89,657,2320,5033,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48651,,,,,,48651,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48652,,,,,,48652,,318,1309,86,963,2189,4865,0.75
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48653,,,,,,48653,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48654,,,,,,48654,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48655,,,,,,48655,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48656,,,,,,48656,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48657,,,,,,48657,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48658,,,,,,48658,,455,1820,115,1411,2383,6184,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48659,,,,,,48659,,455,1820,115,1411,2383,6184,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48661,,,,,,48661,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48662,,,,,,48662,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48663,,,,,,48663,,330,1539,93,577,2353,4892,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48667,,,,,,48667,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48670,,,,,,48670,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48674,,,,,,48674,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48686,,,,,,48686,,308,1111,81,604,1750,3854,0.6
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48701,,,,,,48701,,427,2058,104,1147,2483,6219,0.97
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48703,,,,,,48703,,455,1820,115,1411,2383,6184,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48705,,,,,,48705,,371,1553,101,1218,2108,5351,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48706,,,,,,48706,,337,1630,89,657,2320,5033,0.78
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48937,,,,,,48937,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48950,,,,,,48950,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48951,,,,,,48951,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48956,,,,,,48956,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,48980,,,,,,48980,,317,1607,87,622,2771,5404,0.84
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49001,,,,,,49001,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49002,,,,,,49002,,357,1339,100,640,2451,4887,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49003,,,,,,49003,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49004,,,,,,49004,,357,1339,100,640,2451,4887,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49005,,,,,,49005,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49006,,,,,,49006,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49007,,,,,,49007,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49008,,,,,,49008,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49009,,,,,,49009,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49010,,,,,,49010,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49011,,,,,,49011,,351,1650,103,1116,2326,5546,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49012,,,,,,49012,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49013,,,,,,49013,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49014,,,,,,49014,,324,1602,98,780,2667,5471,0.85
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49015,,,,,,49015,,324,1602,98,780,2667,5471,0.85
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49016,,,,,,49016,,324,1602,98,780,2667,5471,0.85
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49017,,,,,,49017,,324,1602,98,780,2667,5471,0.85
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49018,,,,,,49018,,324,1602,98,780,2667,5471,0.85
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49019,,,,,,49019,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49020,,,,,,49020,,324,1602,98,780,2667,5471,0.85
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49021,,,,,,49021,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49022,,,,,,49022,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49023,,,,,,49023,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49024,,,,,,49024,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49026,,,,,,49026,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49027,,,,,,49027,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49028,,,,,,49028,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49029,,,,,,49029,,351,1650,103,1116,2326,5546,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49030,,,,,,49030,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49031,,,,,,49031,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49032,,,,,,49032,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49033,,,,,,49033,,351,1650,103,1116,2326,5546,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49034,,,,,,49034,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49035,,,,,,49035,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49036,,,,,,49036,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49037,,,,,,49037,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49038,,,,,,49038,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49039,,,,,,49039,,426,1640,122,623,2064,4875,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49040,,,,,,49040,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49041,,,,,,49041,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49042,,,,,,49042,,421,1699,112,1081,2240,5553,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49043,,,,,,49043,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49045,,,,,,49045,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49046,,,,,,49046,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49047,,,,,,49047,,419,1601,110,903,2492,5525,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49048,,,,,,49048,,357,1339,100,640,2451,4887,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49050,,,,,,49050,,386,1840,97,1439,2454,6216,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49051,,,,,,49051,,351,1650,103,1116,2326,5546,0.86
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49052,,,,,,49052,,352,1338,105,645,2498,4938,0.77
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49053,,,,,,49053,,357,1339,100,640,2451,4887,0.76
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49339,,,,,,49339,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49340,,,,,,49340,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49341,,,,,,49341,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49342,,,,,,49342,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49343,,,,,,49343,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49344,,,,,,49344,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49345,,,,,,49345,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49346,,,,,,49346,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49347,,,,,,49347,,443,1835,115,1105,2701,6199,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49348,,,,,,49348,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49349,,,,,,49349,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49351,,,,,,49351,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49355,,,,,,49355,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49356,,,,,,49356,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49357,,,,,,49357,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49401,,,,,,49401,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49402,,,,,,49402,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49403,,,,,,49403,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49404,,,,,,49404,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49405,,,,,,49405,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49406,,,,,,49406,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49408,,,,,,49408,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49409,,,,,,49409,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49410,,,,,,49410,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49411,,,,,,49411,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49412,,,,,,49412,,351,1576,101,727,2601,5356,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49413,,,,,,49413,,351,1576,101,727,2601,5356,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49415,,,,,,49415,,351,1576,101,727,2601,5356,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49416,,,,,,49416,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49417,,,,,,49417,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49418,,,,,,49418,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49419,,,,,,49419,,349,1842,94,859,2604,5748,0.89
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49420,,,,,,49420,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49421,,,,,,49421,,366,1775,95,1443,2528,6207,0.96
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49422,,,,,,49422,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49423,,,,,,49423,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49424,,,,,,49424,,288,1142,81,581,2609,4701,0.73
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49425,,,,,,49425,,351,1576,101,727,2601,5356,0.83
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49426,,,,,,49426,,370,1270,101,595,2818,5154,0.8
Liberty Mutual,Auto,zip,Garaging Territory,Territory,zip,49427,,,,,,49427,,370,1270,101,595,2818,5154,0.8
