bg2010ge,white_tot_wt,black_tot_wt,aian_tot_wt,asian_tot_wt,other_tot_wt,latin_tot_wt,tot_pop_wt,white_pct_wt,black_pct_wt,aian_pct_wt,asian_pct_wt,other_pct_wt,latin_pct_wt
261251448001,1108.0,114.0,0.0,0.0,0.0,256.0,1478.0,0.75,0.077,0.0,0.0,0.0,0.173
261251448002,879.0,42.0,12.0,11.0,0.0,138.0,1082.0,0.812,0.039,0.011,0.01,0.0,0.128
261251449001,525.0,0.0,7.0,85.0,0.0,21.0,638.0,0.823,0.0,0.011,0.133,0.0,0.033
261251449002,752.0,203.0,0.0,0.0,0.0,350.0,1305.0,0.576,0.156,0.0,0.0,0.0,0.268
261251449003,712.0,384.0,0.0,14.0,0.0,189.0,1299.0,0.548,0.296,0.0,0.011,0.0,0.145
261251449004,347.0,24.0,0.0,16.0,0.0,172.0,559.0,0.621,0.043,0.0,0.029,0.0,0.308
261251451001,1378.0,29.0,0.0,0.0,52.0,63.0,1522.0,0.905,0.019,0.0,0.0,0.034,0.041
261251451002,562.0,37.0,0.0,5.0,0.0,59.0,663.0,0.848,0.056,0.0,0.008,0.0,0.089
261251452001,977.0,44.0,0.0,8.0,0.0,21.0,1050.0,0.93,0.042,0.0,0.008,0.0,0.02
261251452002,527.0,28.0,0.0,18.0,0.0,1.0,574.0,0.918,0.049,0.0,0.031,0.0,0.002
261251452003,1223.0,310.0,0.0,24.0,0.0,192.0,1749.0,0.699,0.177,0.0,0.014,0.0,0.11
261251453001,812.0,69.0,0.0,0.0,0.0,11.0,892.0,0.91,0.077,0.0,0.0,0.0,0.012
261251453002,1053.0,41.0,0.0,0.0,0.0,30.0,1124.0,0.937,0.036,0.0,0.0,0.0,0.027
261251453003,1216.0,0.0,0.0,11.0,0.0,9.0,1236.0,0.984,0.0,0.0,0.009,0.0,0.007
261251453004,526.0,0.0,0.0,0.0,0.0,190.0,716.0,0.735,0.0,0.0,0.0,0.0,0.265
261251454001,392.0,146.0,9.0,5.0,0.0,109.0,661.0,0.593,0.221,0.014,0.008,0.0,0.165
261251454002,797.0,0.0,4.0,29.0,0.0,20.0,850.0,0.938,0.0,0.005,0.034,0.0,0.024
261251454003,1398.0,137.0,0.0,49.0,0.0,244.0,1828.0,0.765,0.075,0.0,0.027,0.0,0.133
261251454004,398.0,149.0,10.0,6.0,0.0,111.0,674.0,0.591,0.221,0.015,0.009,0.0,0.165
261251455011,2231.0,35.0,7.0,55.0,10.0,95.0,2433.0,0.917,0.014,0.003,0.023,0.004,0.039
261251455012,541.0,118.0,0.0,0.0,0.0,70.0,729.0,0.742,0.162,0.0,0.0,0.0,0.096
261251455021,2087.0,50.0,7.0,70.0,0.0,21.0,2235.0,0.934,0.022,0.003,0.031,0.0,0.009
261251455022,1541.0,34.0,0.0,1.0,0.0,49.0,1625.0,0.948,0.021,0.0,0.001,0.0,0.03
261251456001,1403.0,168.0,0.0,61.0,0.0,157.0,1789.0,0.784,0.094,0.0,0.034,0.0,0.088
261251456002,2337.0,41.0,0.0,0.0,0.0,73.0,2451.0,0.953,0.017,0.0,0.0,0.0,0.03
261251457001,757.0,75.0,0.0,150.0,0.0,216.0,1198.0,0.632,0.063,0.0,0.125,0.0,0.18
261251457002,1131.0,245.0,0.0,0.0,0.0,214.0,1590.0,0.711,0.154,0.0,0.0,0.0,0.135
261251459001,1676.0,612.0,7.0,40.0,29.0,427.0,2791.0,0.601,0.219,0.003,0.014,0.01,0.153
261251500001,454.0,88.0,0.0,141.0,0.0,6.0,689.0,0.659,0.128,0.0,0.205,0.0,0.009
261251500002,1085.0,31.0,0.0,106.0,0.0,25.0,1247.0,0.87,0.025,0.0,0.085,0.0,0.02
261251500003,1145.0,137.0,10.0,41.0,0.0,65.0,1398.0,0.819,0.098,0.007,0.029,0.0,0.046
261251500004,491.0,280.0,0.0,372.0,0.0,29.0,1172.0,0.419,0.239,0.0,0.317,0.0,0.025
261251500005,919.0,65.0,15.0,0.0,0.0,15.0,1014.0,0.906,0.064,0.015,0.0,0.0,0.015
261251501001,919.0,784.0,2.0,31.0,0.0,8.0,1744.0,0.527,0.45,0.001,0.018,0.0,0.005
261251501002,895.0,286.0,4.0,227.0,1.0,20.0,1433.0,0.625,0.2,0.003,0.158,0.001,0.014
261251501003,619.0,64.0,0.0,9.0,0.0,80.0,772.0,0.802,0.083,0.0,0.012,0.0,0.104
261251502001,1376.0,42.0,0.0,172.0,0.0,28.0,1618.0,0.85,0.026,0.0,0.106,0.0,0.017
261251502002,568.0,1.0,0.0,201.0,12.0,42.0,824.0,0.689,0.001,0.0,0.244,0.015,0.051
261251503001,1064.0,17.0,0.0,156.0,0.0,46.0,1283.0,0.829,0.013,0.0,0.122,0.0,0.036
261251503002,714.0,59.0,0.0,140.0,0.0,38.0,951.0,0.751,0.062,0.0,0.147,0.0,0.04
261251503003,902.0,26.0,0.0,214.0,0.0,76.0,1218.0,0.741,0.021,0.0,0.176,0.0,0.062
261251503004,1356.0,40.0,0.0,166.0,0.0,30.0,1592.0,0.852,0.025,0.0,0.104,0.0,0.019
261251504001,763.0,84.0,0.0,97.0,200.0,18.0,1162.0,0.657,0.072,0.0,0.083,0.172,0.015
261251504002,1058.0,47.0,0.0,339.0,0.0,38.0,1482.0,0.714,0.032,0.0,0.229,0.0,0.026
261251505001,960.0,23.0,0.0,71.0,0.0,4.0,1058.0,0.907,0.022,0.0,0.067,0.0,0.004
261251505002,943.0,185.0,0.0,1.0,0.0,26.0,1155.0,0.816,0.16,0.0,0.001,0.0,0.023
261251505003,674.0,23.0,0.0,46.0,0.0,3.0,746.0,0.903,0.031,0.0,0.062,0.0,0.004
261251506001,561.0,138.0,0.0,159.0,0.0,0.0,858.0,0.654,0.161,0.0,0.185,0.0,0.0
261251506002,1728.0,55.0,0.0,22.0,0.0,14.0,1819.0,0.95,0.03,0.0,0.012,0.0,0.008
261251507001,1637.0,12.0,0.0,86.0,9.0,50.0,1794.0,0.912,0.007,0.0,0.048,0.005,0.028
261251507002,749.0,39.0,0.0,6.0,0.0,88.0,882.0,0.849,0.044,0.0,0.007,0.0,0.1
261251507003,530.0,25.0,0.0,20.0,0.0,59.0,634.0,0.836,0.039,0.0,0.032,0.0,0.093
261251507004,963.0,30.0,0.0,154.0,0.0,78.0,1225.0,0.786,0.024,0.0,0.126,0.0,0.064
261251508001,403.0,50.0,26.0,45.0,0.0,50.0,574.0,0.702,0.087,0.045,0.078,0.0,0.087
261251508002,1045.0,25.0,2.0,70.0,0.0,38.0,1180.0,0.886,0.021,0.002,0.059,0.0,0.032
261251508003,840.0,117.0,0.0,59.0,0.0,38.0,1054.0,0.797,0.111,0.0,0.056,0.0,0.036
261251508004,565.0,133.0,0.0,29.0,0.0,68.0,795.0,0.711,0.167,0.0,0.036,0.0,0.086
261251509001,1306.0,114.0,0.0,68.0,0.0,58.0,1546.0,0.845,0.074,0.0,0.044,0.0,0.038
261251509002,1168.0,57.0,4.0,303.0,0.0,32.0,1564.0,0.747,0.036,0.003,0.194,0.0,0.02
261251509003,506.0,26.0,0.0,47.0,0.0,40.0,619.0,0.817,0.042,0.0,0.076,0.0,0.065
261251510001,1281.0,0.0,0.0,33.0,4.0,15.0,1333.0,0.961,0.0,0.0,0.025,0.003,0.011
261251510002,1516.0,0.0,0.0,12.0,21.0,42.0,1591.0,0.953,0.0,0.0,0.008,0.013,0.026
261251510003,734.0,0.0,0.0,11.0,0.0,26.0,771.0,0.952,0.0,0.0,0.014,0.0,0.034
261251510004,602.0,74.0,0.0,76.0,0.0,8.0,760.0,0.792,0.097,0.0,0.1,0.0,0.011
261251510005,811.0,0.0,0.0,4.0,7.0,0.0,822.0,0.987,0.0,0.0,0.005,0.009,0.0
261251520001,1073.0,98.0,0.0,46.0,0.0,0.0,1217.0,0.882,0.081,0.0,0.038,0.0,0.0
261251520002,1003.0,30.0,4.0,63.0,0.0,12.0,1112.0,0.902,0.027,0.004,0.057,0.0,0.011
261251520003,1582.0,62.0,0.0,51.0,1.0,36.0,1732.0,0.913,0.036,0.0,0.029,0.001,0.021
261251526001,1851.0,0.0,6.0,41.0,0.0,88.0,1986.0,0.932,0.0,0.003,0.021,0.0,0.044
261251526002,1802.0,0.0,0.0,40.0,0.0,26.0,1868.0,0.965,0.0,0.0,0.021,0.0,0.014
261251527001,848.0,81.0,0.0,49.0,0.0,6.0,984.0,0.862,0.082,0.0,0.05,0.0,0.006
261251527002,796.0,0.0,0.0,151.0,0.0,16.0,963.0,0.827,0.0,0.0,0.157,0.0,0.017
261251527003,997.0,0.0,0.0,9.0,0.0,0.0,1006.0,0.991,0.0,0.0,0.009,0.0,0.0
261251529001,1205.0,418.0,0.0,207.0,0.0,81.0,1911.0,0.631,0.219,0.0,0.108,0.0,0.042
261251529002,1549.0,0.0,0.0,96.0,0.0,19.0,1664.0,0.931,0.0,0.0,0.058,0.0,0.011
261251529003,761.0,0.0,0.0,129.0,0.0,41.0,931.0,0.817,0.0,0.0,0.139,0.0,0.044
261251530001,784.0,29.0,0.0,34.0,0.0,0.0,847.0,0.926,0.034,0.0,0.04,0.0,0.0
261251530002,952.0,59.0,0.0,10.0,0.0,37.0,1058.0,0.9,0.056,0.0,0.009,0.0,0.035
261251531001,535.0,0.0,0.0,31.0,0.0,8.0,574.0,0.932,0.0,0.0,0.054,0.0,0.014
261251531002,883.0,6.0,0.0,0.0,0.0,66.0,955.0,0.925,0.006,0.0,0.0,0.0,0.069
261251531003,588.0,47.0,0.0,12.0,0.0,42.0,689.0,0.853,0.068,0.0,0.017,0.0,0.061
261251532001,866.0,0.0,0.0,0.0,0.0,94.0,960.0,0.902,0.0,0.0,0.0,0.0,0.098
261251532002,819.0,14.0,0.0,36.0,0.0,42.0,911.0,0.899,0.015,0.0,0.04,0.0,0.046
261251533001,712.0,5.0,0.0,0.0,0.0,0.0,717.0,0.993,0.007,0.0,0.0,0.0,0.0
261251533002,1388.0,9.0,0.0,19.0,0.0,34.0,1450.0,0.957,0.006,0.0,0.013,0.0,0.023
261251533003,1308.0,14.0,0.0,138.0,21.0,51.0,1532.0,0.854,0.009,0.0,0.09,0.014,0.033
261251540001,889.0,0.0,0.0,10.0,0.0,0.0,899.0,0.989,0.0,0.0,0.011,0.0,0.0
261251540002,566.0,165.0,0.0,0.0,1.0,43.0,775.0,0.73,0.213,0.0,0.0,0.001,0.055
261251541001,849.0,81.0,0.0,27.0,0.0,148.0,1105.0,0.768,0.073,0.0,0.024,0.0,0.134
261251541002,1597.0,13.0,0.0,0.0,0.0,25.0,1635.0,0.977,0.008,0.0,0.0,0.0,0.015
261251542001,940.0,0.0,0.0,1.0,0.0,68.0,1009.0,0.932,0.0,0.0,0.001,0.0,0.067
261251542002,538.0,0.0,0.0,0.0,0.0,79.0,617.0,0.872,0.0,0.0,0.0,0.0,0.128
261251542003,860.0,47.0,0.0,52.0,11.0,15.0,985.0,0.873,0.048,0.0,0.053,0.011,0.015
261251545001,613.0,5.0,0.0,60.0,0.0,3.0,681.0,0.9,0.007,0.0,0.088,0.0,0.004
261251545002,1051.0,131.0,0.0,190.0,141.0,1.0,1514.0,0.694,0.087,0.0,0.125,0.093,0.001
261251546001,1123.0,65.0,28.0,207.0,0.0,63.0,1486.0,0.756,0.044,0.019,0.139,0.0,0.042
261251546002,949.0,141.0,0.0,249.0,0.0,19.0,1358.0,0.699,0.104,0.0,0.183,0.0,0.014
261251560001,718.0,145.0,3.0,115.0,1.0,135.0,1117.0,0.643,0.13,0.003,0.103,0.001,0.121
261251560002,319.0,20.0,0.0,9.0,14.0,11.0,373.0,0.855,0.054,0.0,0.024,0.038,0.029
261251560003,656.0,88.0,0.0,82.0,2.0,10.0,838.0,0.783,0.105,0.0,0.098,0.002,0.012
261251561001,1153.0,296.0,0.0,231.0,3.0,46.0,1729.0,0.667,0.171,0.0,0.134,0.002,0.027
261251561002,1772.0,265.0,0.0,53.0,0.0,96.0,2186.0,0.811,0.121,0.0,0.024,0.0,0.044
261251562001,905.0,29.0,0.0,52.0,0.0,8.0,994.0,0.91,0.029,0.0,0.052,0.0,0.008
261251562002,664.0,35.0,0.0,62.0,0.0,10.0,771.0,0.861,0.045,0.0,0.08,0.0,0.013
261251562003,925.0,11.0,0.0,64.0,0.0,53.0,1053.0,0.878,0.01,0.0,0.061,0.0,0.05
261251562004,1330.0,70.0,0.0,81.0,0.0,126.0,1607.0,0.828,0.044,0.0,0.05,0.0,0.078
261251562005,2260.0,52.0,0.0,25.0,0.0,84.0,2421.0,0.933,0.021,0.0,0.01,0.0,0.035
261251563001,808.0,69.0,0.0,96.0,0.0,0.0,973.0,0.83,0.071,0.0,0.099,0.0,0.0
261251563002,465.0,32.0,0.0,40.0,0.0,0.0,537.0,0.866,0.06,0.0,0.074,0.0,0.0
261251563003,1552.0,290.0,0.0,319.0,0.0,7.0,2168.0,0.716,0.134,0.0,0.147,0.0,0.003
261251564001,1201.0,10.0,0.0,36.0,9.0,65.0,1321.0,0.909,0.008,0.0,0.027,0.007,0.049
261251564002,2279.0,37.0,0.0,174.0,0.0,50.0,2540.0,0.897,0.015,0.0,0.069,0.0,0.02
261251565001,851.0,212.0,0.0,25.0,0.0,11.0,1099.0,0.774,0.193,0.0,0.023,0.0,0.01
261251565002,1753.0,197.0,0.0,192.0,0.0,30.0,2172.0,0.807,0.091,0.0,0.088,0.0,0.014
261251565003,534.0,281.0,0.0,29.0,15.0,49.0,908.0,0.588,0.309,0.0,0.032,0.017,0.054
261251569001,837.0,144.0,0.0,14.0,0.0,0.0,995.0,0.841,0.145,0.0,0.014,0.0,0.0
261251569002,1279.0,484.0,0.0,105.0,0.0,29.0,1897.0,0.674,0.255,0.0,0.055,0.0,0.015
261251570001,806.0,94.0,0.0,21.0,20.0,45.0,986.0,0.817,0.095,0.0,0.021,0.02,0.046
261251570002,971.0,159.0,5.0,56.0,0.0,13.0,1204.0,0.806,0.132,0.004,0.047,0.0,0.011
261251571001,615.0,163.0,0.0,6.0,0.0,5.0,789.0,0.779,0.207,0.0,0.008,0.0,0.006
261251571002,673.0,278.0,0.0,198.0,0.0,24.0,1173.0,0.574,0.237,0.0,0.169,0.0,0.02
261251572001,904.0,50.0,0.0,37.0,0.0,7.0,998.0,0.906,0.05,0.0,0.037,0.0,0.007
261251572002,1675.0,912.0,0.0,61.0,16.0,89.0,2753.0,0.608,0.331,0.0,0.022,0.006,0.032
261251573001,922.0,393.0,0.0,390.0,0.0,57.0,1762.0,0.523,0.223,0.0,0.221,0.0,0.032
261251573002,423.0,86.0,0.0,56.0,0.0,14.0,579.0,0.731,0.149,0.0,0.097,0.0,0.024
261251573003,800.0,183.0,0.0,161.0,0.0,12.0,1156.0,0.692,0.158,0.0,0.139,0.0,0.01
261251574001,2065.0,316.0,0.0,123.0,0.0,0.0,2504.0,0.825,0.126,0.0,0.049,0.0,0.0
261251575001,970.0,434.0,0.0,68.0,0.0,53.0,1525.0,0.636,0.285,0.0,0.045,0.0,0.035
261251575002,856.0,150.0,0.0,83.0,0.0,25.0,1114.0,0.768,0.135,0.0,0.075,0.0,0.022
261251576001,503.0,190.0,0.0,149.0,0.0,4.0,846.0,0.595,0.225,0.0,0.176,0.0,0.005
261251576002,1497.0,207.0,0.0,111.0,0.0,37.0,1852.0,0.808,0.112,0.0,0.06,0.0,0.02
261251576003,957.0,616.0,0.0,331.0,111.0,24.0,2039.0,0.469,0.302,0.0,0.162,0.054,0.012
261251577001,1368.0,277.0,0.0,852.0,0.0,5.0,2502.0,0.547,0.111,0.0,0.341,0.0,0.002
261251578001,413.0,522.0,6.0,83.0,0.0,8.0,1032.0,0.4,0.506,0.006,0.08,0.0,0.008
261251578002,806.0,495.0,0.0,99.0,0.0,0.0,1400.0,0.576,0.354,0.0,0.071,0.0,0.0
261251578003,859.0,50.0,0.0,100.0,0.0,116.0,1125.0,0.764,0.044,0.0,0.089,0.0,0.103
261251579001,785.0,304.0,0.0,123.0,0.0,9.0,1221.0,0.643,0.249,0.0,0.101,0.0,0.007
261251579002,1069.0,117.0,0.0,354.0,0.0,186.0,1726.0,0.619,0.068,0.0,0.205,0.0,0.108
261251580001,773.0,83.0,0.0,0.0,0.0,34.0,890.0,0.869,0.093,0.0,0.0,0.0,0.038
261251580002,1008.0,84.0,0.0,247.0,0.0,26.0,1365.0,0.738,0.062,0.0,0.181,0.0,0.019
261251580003,658.0,51.0,9.0,20.0,0.0,66.0,804.0,0.818,0.063,0.011,0.025,0.0,0.082
261251580004,670.0,47.0,11.0,25.0,0.0,77.0,830.0,0.807,0.057,0.013,0.03,0.0,0.093
261251581001,1010.0,0.0,0.0,0.0,0.0,11.0,1021.0,0.989,0.0,0.0,0.0,0.0,0.011
261251581002,822.0,0.0,0.0,30.0,0.0,14.0,866.0,0.949,0.0,0.0,0.035,0.0,0.016
261251581003,720.0,338.0,0.0,69.0,0.0,21.0,1148.0,0.627,0.294,0.0,0.06,0.0,0.018
261251582001,970.0,13.0,0.0,0.0,0.0,79.0,1062.0,0.913,0.012,0.0,0.0,0.0,0.074
261251582002,650.0,28.0,0.0,5.0,0.0,20.0,703.0,0.925,0.04,0.0,0.007,0.0,0.028
261251582003,723.0,41.0,0.0,7.0,0.0,0.0,771.0,0.938,0.053,0.0,0.009,0.0,0.0
261251582004,650.0,10.0,0.0,0.0,0.0,14.0,674.0,0.964,0.015,0.0,0.0,0.0,0.021
261251590001,1381.0,124.0,25.0,34.0,3.0,5.0,1572.0,0.878,0.079,0.016,0.022,0.002,0.003
261251590002,749.0,47.0,0.0,110.0,0.0,56.0,962.0,0.779,0.049,0.0,0.114,0.0,0.058
261251590003,541.0,308.0,1.0,56.0,0.0,78.0,984.0,0.55,0.313,0.001,0.057,0.0,0.079
261251590004,544.0,27.0,0.0,10.0,0.0,20.0,601.0,0.905,0.045,0.0,0.017,0.0,0.033
261251600001,251.0,250.0,0.0,0.0,0.0,86.0,587.0,0.428,0.426,0.0,0.0,0.0,0.147
261251600002,143.0,730.0,0.0,0.0,0.0,10.0,883.0,0.162,0.827,0.0,0.0,0.0,0.011
261251600003,143.0,569.0,0.0,0.0,0.0,5.0,717.0,0.199,0.794,0.0,0.0,0.0,0.007
261251600004,228.0,400.0,0.0,0.0,0.0,17.0,645.0,0.353,0.62,0.0,0.0,0.0,0.026
261251600005,266.0,490.0,0.0,0.0,0.0,20.0,776.0,0.343,0.631,0.0,0.0,0.0,0.026
261251600006,190.0,177.0,0.0,0.0,1.0,9.0,377.0,0.504,0.469,0.0,0.0,0.003,0.024
261251603001,159.0,261.0,0.0,115.0,0.0,0.0,535.0,0.297,0.488,0.0,0.215,0.0,0.0
261251603002,507.0,1635.0,0.0,41.0,45.0,66.0,2294.0,0.221,0.713,0.0,0.018,0.02,0.029
261251603003,38.0,114.0,0.0,5.0,5.0,7.0,169.0,0.225,0.675,0.0,0.03,0.03,0.041
261251604001,202.0,1379.0,0.0,125.0,0.0,46.0,1752.0,0.115,0.787,0.0,0.071,0.0,0.026
261251604002,77.0,1151.0,0.0,38.0,0.0,13.0,1279.0,0.06,0.9,0.0,0.03,0.0,0.01
261251605001,656.0,375.0,0.0,65.0,0.0,132.0,1228.0,0.534,0.305,0.0,0.053,0.0,0.107
261251605002,305.0,337.0,0.0,23.0,0.0,10.0,675.0,0.452,0.499,0.0,0.034,0.0,0.015
261251605003,414.0,774.0,0.0,91.0,0.0,42.0,1321.0,0.313,0.586,0.0,0.069,0.0,0.032
261251605004,451.0,270.0,0.0,40.0,0.0,78.0,839.0,0.538,0.322,0.0,0.048,0.0,0.093
261251606001,343.0,462.0,0.0,50.0,0.0,18.0,873.0,0.393,0.529,0.0,0.057,0.0,0.021
261251606002,1123.0,715.0,0.0,188.0,8.0,29.0,2063.0,0.544,0.347,0.0,0.091,0.004,0.014
261251606003,424.0,1027.0,0.0,21.0,0.0,50.0,1522.0,0.279,0.675,0.0,0.014,0.0,0.033
261251607001,190.0,354.0,0.0,6.0,3.0,0.0,553.0,0.344,0.64,0.0,0.011,0.005,0.0
261251607002,266.0,496.0,0.0,8.0,3.0,0.0,773.0,0.344,0.642,0.0,0.01,0.004,0.0
261251608001,480.0,1047.0,0.0,32.0,0.0,67.0,1626.0,0.295,0.644,0.0,0.02,0.0,0.041
261251608002,113.0,871.0,0.0,0.0,0.0,0.0,984.0,0.115,0.885,0.0,0.0,0.0,0.0
261251608003,175.0,518.0,0.0,41.0,0.0,0.0,734.0,0.238,0.706,0.0,0.056,0.0,0.0
261251609001,358.0,1393.0,1.0,9.0,0.0,23.0,1784.0,0.201,0.781,0.001,0.005,0.0,0.013
261251609002,65.0,1198.0,0.0,5.0,0.0,54.0,1322.0,0.049,0.906,0.0,0.004,0.0,0.041
261251609003,750.0,851.0,0.0,47.0,0.0,0.0,1648.0,0.455,0.516,0.0,0.029,0.0,0.0
261251610001,174.0,860.0,0.0,11.0,0.0,0.0,1045.0,0.167,0.823,0.0,0.011,0.0,0.0
261251610002,110.0,868.0,0.0,66.0,0.0,4.0,1048.0,0.105,0.828,0.0,0.063,0.0,0.004
261251611001,0.0,1212.0,0.0,0.0,0.0,0.0,1212.0,0.0,1.0,0.0,0.0,0.0,0.0
261251611002,1110.0,896.0,0.0,1.0,0.0,1.0,2008.0,0.553,0.446,0.0,0.0,0.0,0.0
261251611003,202.0,206.0,0.0,0.0,0.0,0.0,408.0,0.495,0.505,0.0,0.0,0.0,0.0
261251612001,146.0,547.0,0.0,0.0,24.0,0.0,717.0,0.204,0.763,0.0,0.0,0.033,0.0
261251612002,217.0,1255.0,0.0,0.0,0.0,9.0,1481.0,0.147,0.847,0.0,0.0,0.0,0.006
261251612003,288.0,1256.0,4.0,8.0,0.0,11.0,1567.0,0.184,0.802,0.003,0.005,0.0,0.007
261251613001,843.0,270.0,0.0,42.0,0.0,56.0,1211.0,0.696,0.223,0.0,0.035,0.0,0.046
261251613002,93.0,901.0,0.0,26.0,0.0,0.0,1020.0,0.091,0.883,0.0,0.025,0.0,0.0
261251613003,113.0,468.0,0.0,19.0,0.0,26.0,626.0,0.181,0.748,0.0,0.03,0.0,0.042
261251613004,313.0,285.0,0.0,28.0,0.0,113.0,739.0,0.424,0.386,0.0,0.038,0.0,0.153
261251614001,254.0,240.0,12.0,0.0,0.0,0.0,506.0,0.502,0.474,0.024,0.0,0.0,0.0
261251614002,700.0,178.0,17.0,0.0,0.0,7.0,902.0,0.776,0.197,0.019,0.0,0.0,0.008
261251614003,1444.0,994.0,7.0,12.0,0.0,3.0,2460.0,0.587,0.404,0.003,0.005,0.0,0.001
261251615001,69.0,713.0,0.0,0.0,0.0,4.0,786.0,0.088,0.907,0.0,0.0,0.0,0.005
261251615002,238.0,951.0,0.0,0.0,0.0,1.0,1190.0,0.2,0.799,0.0,0.0,0.0,0.001
261251616001,450.0,869.0,12.0,16.0,12.0,68.0,1427.0,0.315,0.609,0.008,0.011,0.008,0.048
261251616002,45.0,910.0,0.0,5.0,0.0,34.0,994.0,0.045,0.915,0.0,0.005,0.0,0.034
261251617001,259.0,860.0,0.0,21.0,0.0,11.0,1151.0,0.225,0.747,0.0,0.018,0.0,0.01
261251617002,265.0,1343.0,0.0,39.0,0.0,17.0,1664.0,0.159,0.807,0.0,0.023,0.0,0.01
261251618001,528.0,616.0,0.0,0.0,0.0,0.0,1144.0,0.462,0.538,0.0,0.0,0.0,0.0
261251618002,190.0,700.0,13.0,0.0,0.0,0.0,903.0,0.21,0.775,0.014,0.0,0.0,0.0
261251618003,234.0,1791.0,0.0,30.0,0.0,5.0,2060.0,0.114,0.869,0.0,0.015,0.0,0.002
261251619001,430.0,908.0,0.0,21.0,28.0,33.0,1420.0,0.303,0.639,0.0,0.015,0.02,0.023
261251619002,48.0,400.0,0.0,0.0,0.0,0.0,448.0,0.107,0.893,0.0,0.0,0.0,0.0
261251620001,799.0,1008.0,0.0,14.0,5.0,4.0,1830.0,0.437,0.551,0.0,0.008,0.003,0.002
261251620002,118.0,882.0,0.0,3.0,31.0,1.0,1035.0,0.114,0.852,0.0,0.003,0.03,0.001
261251620003,639.0,605.0,0.0,8.0,5.0,1.0,1258.0,0.508,0.481,0.0,0.006,0.004,0.001
261251621001,14.0,1871.0,0.0,1.0,24.0,32.0,1942.0,0.007,0.963,0.0,0.001,0.012,0.016
261251621002,14.0,1076.0,0.0,1.0,18.0,11.0,1120.0,0.012,0.961,0.0,0.001,0.016,0.01
261251622001,1.0,38.0,0.0,0.0,0.0,0.0,39.0,0.026,0.974,0.0,0.0,0.0,0.0
261251622002,23.0,1171.0,0.0,9.0,0.0,0.0,1203.0,0.019,0.973,0.0,0.007,0.0,0.0
261251623001,10.0,1188.0,0.0,0.0,0.0,0.0,1198.0,0.008,0.992,0.0,0.0,0.0,0.0
261251623002,46.0,392.0,0.0,0.0,6.0,5.0,449.0,0.102,0.873,0.0,0.0,0.013,0.011
261251623003,62.0,1119.0,0.0,0.0,0.0,22.0,1203.0,0.052,0.93,0.0,0.0,0.0,0.018
261251623004,267.0,835.0,0.0,19.0,4.0,3.0,1128.0,0.237,0.74,0.0,0.017,0.004,0.003
261251624001,143.0,344.0,1.0,4.0,0.0,6.0,498.0,0.287,0.691,0.002,0.008,0.0,0.012
261251624002,357.0,856.0,4.0,10.0,0.0,16.0,1243.0,0.287,0.689,0.003,0.008,0.0,0.013
261251625001,49.0,423.0,0.0,0.0,0.0,9.0,481.0,0.102,0.879,0.0,0.0,0.0,0.019
261251625002,92.0,790.0,0.0,0.0,0.0,17.0,899.0,0.102,0.879,0.0,0.0,0.0,0.019
261251625003,319.0,540.0,0.0,0.0,0.0,0.0,859.0,0.371,0.629,0.0,0.0,0.0,0.0
261251625004,263.0,533.0,0.0,0.0,0.0,0.0,796.0,0.33,0.67,0.0,0.0,0.0,0.0
261251650001,697.0,28.0,0.0,83.0,0.0,15.0,823.0,0.847,0.034,0.0,0.101,0.0,0.018
261251650002,529.0,9.0,0.0,0.0,26.0,23.0,587.0,0.901,0.015,0.0,0.0,0.044,0.039
261251650003,1352.0,93.0,0.0,136.0,0.0,38.0,1619.0,0.835,0.057,0.0,0.084,0.0,0.023
261251651001,1291.0,239.0,0.0,68.0,53.0,96.0,1747.0,0.739,0.137,0.0,0.039,0.03,0.055
261251651002,737.0,49.0,0.0,7.0,0.0,4.0,797.0,0.925,0.061,0.0,0.009,0.0,0.005
261251651003,1591.0,59.0,0.0,68.0,0.0,43.0,1761.0,0.903,0.034,0.0,0.039,0.0,0.024
261251652001,427.0,256.0,0.0,504.0,0.0,18.0,1205.0,0.354,0.212,0.0,0.418,0.0,0.015
261251652002,191.0,146.0,0.0,578.0,0.0,13.0,928.0,0.206,0.157,0.0,0.623,0.0,0.014
261251652003,563.0,56.0,35.0,694.0,0.0,207.0,1555.0,0.362,0.036,0.023,0.446,0.0,0.133
261251660001,570.0,332.0,9.0,64.0,0.0,10.0,985.0,0.579,0.337,0.009,0.065,0.0,0.01
261251660002,556.0,238.0,0.0,23.0,0.0,0.0,817.0,0.681,0.291,0.0,0.028,0.0,0.0
261251660003,524.0,38.0,0.0,0.0,0.0,8.0,570.0,0.919,0.067,0.0,0.0,0.0,0.014
261251661001,827.0,732.0,0.0,204.0,0.0,0.0,1763.0,0.469,0.415,0.0,0.116,0.0,0.0
261251661002,1250.0,102.0,0.0,0.0,0.0,73.0,1425.0,0.877,0.072,0.0,0.0,0.0,0.051
261251662001,1258.0,126.0,0.0,102.0,0.0,26.0,1512.0,0.832,0.083,0.0,0.067,0.0,0.017
261251662002,1122.0,37.0,0.0,28.0,10.0,120.0,1317.0,0.852,0.028,0.0,0.021,0.008,0.091
261251664001,1268.0,394.0,0.0,184.0,0.0,10.0,1856.0,0.683,0.212,0.0,0.099,0.0,0.005
