LOCATION ZONE,Bodily Injury,Property Damage,PIP,NON MED,Collision,Comprehensive,UM - Single Car,UM - Multi Car,UIM - Single Car,UIM - Multi Car
N4822552W08836531,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4823109W08835580,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4823530W08834466,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4822421W08836573,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4822450W08836423,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4818015W08847570,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4818020W08846904,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4818200W08844422,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4818518W08843341,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4818469W08842152,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816519W08852579,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816600W08850112,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816824W08848826,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4817115W08847751,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4817591W08846725,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4817621W08844615,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4817684W08843689,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4817928W08842152,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815090W08862279,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815355W08861223,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815381W08859989,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815585W08858822,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816054W08856049,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815767W08855265,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815407W08853603,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815792W08852738,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815668W08850553,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816126W08849667,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4815622W08847684,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816163W08846241,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4816354W08845384,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4813767W08865516,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4813987W08864140,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4813986W08862552,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814270W08861297,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814329W08860126,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4813999W08858188,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814248W08856847,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814612W08855126,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814249W08853749,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4813880W08851921,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814095W08850855,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814283W08849343,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814494W08847753,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4814393W08846901,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812054W08866736,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812825W08865602,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812855W08864383,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812946W08862869,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812750W08861250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812750W08859750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812750W08858250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812750W08856750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812750W08855250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812774W08853793,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812667W08852142,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4812947W08850835,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4813295W08849510,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4810530W08871938,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4810698W08869931,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811146W08868519,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811161W08867189,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811250W08865750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811250W08864250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811250W08862750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811250W08861250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811250W08859750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811250W08858250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811254W08856754,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811034W08855006,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811439W08853991,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4811723W08852601,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809149W08874376,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809813W08872905,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809997W08871975,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809614W08870130,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4810072W08869052,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809750W08867250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809750W08865750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809750W08864250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809750W08862750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809750W08861250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809799W08859791,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809533W08858195,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4809885W08856619,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4810164W08855467,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4807736W08877054,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808013W08876135,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808240W08874741,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808250W08873250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808250W08871750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808216W08870225,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808250W08868750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808250W08867250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808250W08865750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808250W08864250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808299W08862783,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808120W08861171,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808448W08859940,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4808024W08858359,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806140W08878886,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806752W08877639,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08876250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08874750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08873250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08871750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08870250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08868750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08867250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08865750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806869W08864427,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806902W08862861,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806736W08861237,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806750W08859750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806776W08858281,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4806985W08857462,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4804554W08886254,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4804596W08885186,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4804605W08883588,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4804969W08882077,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805116W08880726,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805244W08879245,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08877750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08876250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08874750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08873250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08871750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08870250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08868750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08867250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08865750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08864250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08862750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805250W08861250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805386W08859832,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4805743W08858598,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803258W08889197,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803483W08888170,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803690W08886745,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803713W08885245,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08883750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08882250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08880750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08879250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08877750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08876250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08874750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08873250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08871750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08870250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08868750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08867250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803750W08865750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803759W08864254,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4803936W08862817,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4804243W08861445,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4804487W08860475,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801522W08895016,287.00,52.61,2531.59,261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801703W08894053,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801808W08892760,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801925W08891206,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802165W08889702,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08888250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08886750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08885250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08883750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08882250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08880750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08879250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802361W08877796,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802546W08876291,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802230W08874848,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08873250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08871750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08870250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802250W08868750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802059W08867107,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802464W08865933,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4802835W08864220,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800039W08899567,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800229W08898604,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800412W08897191,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800628W08895709,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08894250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08892750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08891250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08889750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08888250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08886750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08885250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800768W08883765,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800944W08882293,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801153W08880834,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801340W08879498,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801213W08877861,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800556W08876477,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800898W08874378,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08873250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800750W08871750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4800806W08870283,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801009W08868825,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4801278W08867477,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798508W08904029,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798688W08903030,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798910W08901642,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799148W08900208,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08898750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08897250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08895750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08894250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08892750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08891250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08889750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08888250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799250W08886750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798949W08885093,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799059W08883833,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798684W08882074,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798735W08880711,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798803W08879203,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799070W08877673,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799265W08876247,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799448W08874805,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799612W08873300,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799764W08871901,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4799923W08870808,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797039W08908612,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797218W08907578,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797428W08906168,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797661W08904710,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08900250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08898750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08897250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08895750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08894250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08892750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08891250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08889750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797750W08888250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797762W08886799,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797933W08885439,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797607W08883484,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4797520W08882441,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798457W08880671,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798263W08879228,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798311W08877672,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4798394W08876592,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4795673W08911893,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4795929W08910663,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796178W08909208,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08907750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08906250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08904750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08903250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08901750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08900250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08898750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08897250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08895750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08894250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08892750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08891250,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796250W08889750,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796277W08888271,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
N4796529W08886835,287.00,52.61,"2,531.59",261.98,283.17,20.40,19.68,19.68,26.19,26.19
